PMRecordID,AssetID,PMDueDate,PMCompletedDate,PMCategory,PMFrequency,AssignedTeam,CompletionStatus,ScheduleStatus,DaysOverdue,DataOrigin,IsIllustrative
1,LNG-CMP-002,2024-01-01,2023-12-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1458,LNG-GEN-009,2025-04-01,2025-03-31,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1459,LNG-GEN-009,2025-07-01,2025-06-30,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1460,LNG-GEN-009,2025-10-01,2025-09-29,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1461,LNG-GEN-009,2026-01-01,2025-12-29,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1462,LNG-GEN-009,2026-04-01,2026-03-29,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1463,LNG-GEN-009,2026-07-01,2026-06-30,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1464,LNG-GEN-009,2026-10-01,,Overhaul Review,Quarterly,Elec,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1465,LNG-GEN-014,2024-01-01,2024-01-09,Inspection,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1466,LNG-GEN-014,2024-04-01,2024-04-01,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1467,LNG-GEN-014,2024-07-01,2024-07-13,Overhaul Review,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1468,LNG-GEN-014,2024-10-01,2024-09-29,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1469,LNG-GEN-014,2025-01-01,2024-12-31,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1470,LNG-GEN-014,2025-04-01,2025-03-29,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1471,LNG-GEN-014,2025-07-01,,Inspection,Quarterly,Elec,Open,Overdue,375.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1472,LNG-GEN-014,2025-10-01,2025-10-15,Electrical Test,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1473,LNG-GEN-014,2026-01-01,2026-01-08,Overhaul Review,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1474,LNG-GEN-014,2026-04-01,2026-03-30,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1475,LNG-GEN-014,2026-07-01,2026-07-01,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1476,LNG-GEN-014,2026-10-01,,Overhaul Review,Quarterly,Elec,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1477,LNG-GEN-019,2024-01-01,,Inspection,Quarterly,Elec,Open,Overdue,922.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1478,LNG-GEN-019,2024-04-01,2024-04-14,Electrical Test,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1479,LNG-GEN-019,2024-07-01,2024-07-12,Overhaul Review,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1480,LNG-GEN-019,2024-10-01,,Inspection,Quarterly,Elec,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1481,LNG-GEN-019,2025-01-01,2024-12-30,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1482,LNG-GEN-019,2025-04-01,2025-04-01,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1483,LNG-GEN-019,2025-07-01,2025-06-28,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1484,LNG-GEN-019,2025-10-01,2025-10-12,Electrical Test,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1485,LNG-GEN-019,2026-01-01,2025-12-29,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1486,LNG-GEN-019,2026-04-01,,Inspection,Quarterly,Elec,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1487,LNG-GEN-019,2026-07-01,2026-06-29,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1488,LNG-GEN-019,2026-10-01,,Overhaul Review,Quarterly,Elec,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1489,LNG-GEN-024,2024-01-01,2024-01-01,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1490,LNG-GEN-024,2024-04-01,,Electrical Test,Quarterly,Elec,Open,Overdue,831.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1491,LNG-GEN-024,2024-07-01,2024-07-08,Overhaul Review,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1492,LNG-GEN-024,2024-10-01,2024-10-09,Inspection,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1493,LNG-GEN-024,2025-01-01,2025-01-01,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1494,LNG-GEN-024,2025-04-01,2025-03-31,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1495,LNG-GEN-024,2025-07-01,2025-07-01,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1496,LNG-GEN-024,2025-10-01,,Electrical Test,Quarterly,Elec,Open,Overdue,283.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1497,LNG-GEN-024,2026-01-01,2025-12-31,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1498,LNG-GEN-024,2026-04-01,2026-03-30,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1499,LNG-GEN-024,2026-07-01,2026-06-28,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1500,LNG-GEN-024,2026-10-01,,Overhaul Review,Quarterly,Elec,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1501,LNG-GEN-029,2024-01-01,2023-12-30,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1502,LNG-GEN-029,2024-04-01,2024-04-01,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1503,LNG-GEN-029,2024-07-01,2024-06-29,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1504,LNG-GEN-029,2024-10-01,2024-10-01,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1505,LNG-GEN-029,2025-01-01,2025-01-01,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1506,LNG-GEN-029,2025-04-01,2025-03-30,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1507,LNG-GEN-029,2025-07-01,2025-06-28,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1508,LNG-GEN-029,2025-10-01,2025-10-06,Electrical Test,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1509,LNG-GEN-029,2026-01-01,,Overhaul Review,Quarterly,Elec,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1510,LNG-GEN-029,2026-04-01,2026-03-29,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1511,LNG-GEN-029,2026-07-01,,Electrical Test,Quarterly,Elec,Open,Overdue,10.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1512,LNG-GEN-029,2026-10-01,,Overhaul Review,Quarterly,Elec,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1513,LNG-GEN-034,2024-01-01,2023-12-31,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1514,LNG-GEN-034,2024-04-01,2024-04-01,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1515,LNG-GEN-034,2024-07-01,2024-07-08,Overhaul Review,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1516,LNG-GEN-034,2024-10-01,,Inspection,Quarterly,Elec,Open,Overdue,648.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1517,LNG-GEN-034,2025-01-01,2024-12-30,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1518,LNG-GEN-034,2025-04-01,,Overhaul Review,Quarterly,Elec,Open,Overdue,466.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1519,LNG-GEN-034,2025-07-01,2025-07-04,Inspection,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1520,LNG-GEN-034,2025-10-01,2025-10-03,Electrical Test,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1521,LNG-GEN-034,2026-01-01,2025-12-30,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1522,LNG-GEN-034,2026-04-01,,Inspection,Quarterly,Elec,Open,Overdue,101.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1523,LNG-GEN-034,2026-07-01,2026-07-05,Electrical Test,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1524,LNG-GEN-034,2026-10-01,,Overhaul Review,Quarterly,Elec,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1525,LNG-GEN-039,2024-01-01,2023-12-31,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1526,LNG-GEN-039,2024-04-01,,Electrical Test,Quarterly,Elec,Open,Overdue,831.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1527,LNG-GEN-039,2024-07-01,2024-06-28,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1528,LNG-GEN-039,2024-10-01,2024-09-30,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1529,LNG-GEN-039,2025-01-01,2024-12-29,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1530,LNG-GEN-039,2025-04-01,2025-03-29,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1531,LNG-GEN-039,2025-07-01,2025-07-12,Inspection,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1532,LNG-GEN-039,2025-10-01,2025-10-01,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1533,LNG-GEN-039,2026-01-01,2026-01-01,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1534,LNG-GEN-039,2026-04-01,2026-03-31,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1535,LNG-GEN-039,2026-07-01,2026-06-30,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1536,LNG-GEN-039,2026-10-01,,Overhaul Review,Quarterly,Elec,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1537,LNG-GEN-044,2024-01-01,,Inspection,Quarterly,Elec,Open,Overdue,922.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1538,LNG-GEN-044,2024-04-01,,Electrical Test,Quarterly,Elec,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1539,LNG-GEN-044,2024-07-01,2024-06-28,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1540,LNG-GEN-044,2024-10-01,2024-10-06,Inspection,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1541,LNG-GEN-044,2025-01-01,2025-01-05,Electrical Test,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1542,LNG-GEN-044,2025-04-01,2025-03-31,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1543,LNG-GEN-044,2025-07-01,,Inspection,Quarterly,Elec,Open,Overdue,375.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1544,LNG-GEN-044,2025-10-01,2025-10-01,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1545,LNG-GEN-044,2026-01-01,2026-01-12,Overhaul Review,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1546,LNG-GEN-044,2026-04-01,2026-03-29,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1547,LNG-GEN-044,2026-07-01,2026-06-28,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1548,LNG-GEN-044,2026-10-01,,Overhaul Review,Quarterly,Elec,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1549,LNG-GEN-049,2024-01-01,2023-12-31,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1550,LNG-GEN-049,2024-04-01,2024-04-01,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1551,LNG-GEN-049,2024-07-01,2024-06-30,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1552,LNG-GEN-049,2024-10-01,2024-10-01,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1553,LNG-GEN-049,2025-01-01,2025-01-01,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1554,LNG-GEN-049,2025-04-01,2025-03-30,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1555,LNG-GEN-049,2025-07-01,2025-06-30,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1556,LNG-GEN-049,2025-10-01,2025-10-01,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
